t_ms,grf_L,copx_L,copy_L,grf_R,copx_R,copy_R,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23
40207,643.877,0.5907,0.7062,0.150,0.3889,0.6316,9.890,15.719,4.785,9.024,5.974,13.945,5.219,6.918,19.258,16.201,10.347,3.914,12.444,21.479,12.847,38.482,48.993,28.958,11.124,52.584,87.790,94.998,72.112,40.870,0.000,0.000,0.027,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.012,0.000,0.008,0.031,0.000,0.014,0.000,0.031,0.005,0.006
35818,1394.188,0.5457,0.7568,0.216,0.3325,0.5482,5.755,12.126,7.723,7.059,6.282,25.735,9.275,8.938,26.003,28.654,18.696,6.224,16.371,28.629,47.470,101.343,88.937,38.138,11.242,240.808,290.015,206.556,113.241,48.965,0.010,0.000,0.044,0.000,0.000,0.001,0.003,0.015,0.000,0.013,0.022,0.007,0.000,0.009,0.000,0.019,0.010,0.000,0.007,0.015,0.000,0.032,0.010,0.000
40221,642.779,0.5900,0.7061,0.298,0.3785,0.5305,9.332,16.097,5.335,9.196,6.016,14.719,5.741,6.631,19.494,15.775,10.326,3.682,12.141,21.083,12.312,38.205,48.071,29.048,9.973,52.463,88.905,95.076,73.010,40.150,0.009,0.000,0.054,0.049,0.008,0.000,0.015,0.000,0.009,0.003,0.000,0.008,0.008,0.000,0.005,0.005,0.000,0.034,0.000,0.024,0.000,0.054,0.000,0.014
35832,1396.117,0.5459,0.7561,0.196,0.3390,0.4514,5.545,12.412,7.094,6.861,7.037,26.707,9.521,9.818,25.694,29.475,18.867,5.836,16.573,29.008,47.632,100.409,88.498,38.690,11.349,240.686,289.909,206.531,113.171,48.794,0.002,0.009,0.032,0.001,0.028,0.012,0.003,0.000,0.000,0.035,0.000,0.007,0.000,0.008,0.002,0.022,0.028,0.000,0.005,0.000,0.000,0.000,0.001,0.000
35846,1394.020,0.5458,0.7568,495.873,0.3933,0.2469,5.581,11.757,7.619,7.445,6.989,25.653,8.569,8.893,26.238,29.206,18.461,5.889,16.737,28.742,47.579,100.624,88.325,39.252,10.721,241.495,290.132,206.736,112.722,48.654,176.788,86.991,24.835,90.838,17.680,12.917,9.471,10.091,13.259,14.878,8.353,2.333,7.524,14.283,1.377,0.734,0.000,1.172,1.877,0.000,0.000,0.000,0.000,0.472
40235,644.533,0.5904,0.7055,0.099,0.4332,0.5330,9.884,15.970,4.610,9.496,5.594,15.345,5.692,6.995,19.637,15.669,10.368,3.515,13.119,21.287,12.465,37.772,48.253,29.471,9.595,52.930,87.872,95.369,72.647,40.978,0.003,0.000,0.000,0.000,0.019,0.000,0.014,0.000,0.000,0.000,0.006,0.000,0.000,0.009,0.000,0.003,0.030,0.000,0.005,0.000,0.010,0.000,0.000,0.000
40249,527.097,0.5456,0.7560,0.150,0.3208,0.5978,1.641,4.784,3.237,3.030,2.808,10.263,2.807,2.867,9.466,10.979,7.538,2.731,6.458,11.030,18.020,38.125,32.840,15.263,4.072,91.353,109.186,77.622,42.112,18.866,0.007,0.000,0.029,0.000,0.000,0.008,0.000,0.000,0.002,0.023,0.000,0.000,0.004,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.026
35860,1395.271,0.5457,0.7571,496.335,0.3942,0.2484,5.456,11.510,7.593,6.227,7.128,25.922,9.103,9.730,25.916,29.423,18.571,6.642,16.477,28.364,47.052,101.059,88.080,38.617,11.124,242.121,289.931,207.022,113.265,48.939,176.702,85.861,25.149,90.115,18.652,12.852,8.667,10.020,13.612,14.062,7.960,2.672,8.879,14.048,1.720,0.766,0.454,1.412,2.390,0.343,0.000,0.000,0.000,0.000
35874,1396.379,0.5457,0.7567,500.224,0.3941,0.2489,5.778,11.249,8.035,7.098,7.036,26.351,8.645,9.440,25.946,29.045,18.490,6.304,16.074,29.744,47.580,100.589,88.742,37.737,10.826,241.053,290.908,207.232,113.648,48.830,175.986,87.008,24.781,90.375,18.716,13.549,9.579,10.681,14.558,14.047,8.468,3.326,8.872,14.349,2.413,0.543,0.211,0.289,2.123,0.350,0.000,0.000,0.000,0.000
40263,524.727,0.5452,0.7557,0.219,0.4189,0.4373,2.788,4.075,3.488,1.746,2.371,9.709,3.596,4.014,10.199,10.824,7.522,2.367,5.966,10.242,17.570,38.136,33.692,15.022,4.584,90.713,108.922,77.674,41.998,17.509,0.000,0.008,0.014,0.031,0.050,0.008,0.020,0.000,0.013,0.000,0.010,0.000,0.009,0.000,0.011,0.000,0.000,0.000,0.013,0.011,0.018,0.004,0.000,0.000
40277,521.574,0.5454,0.7583,0.264,0.4489,0.5827,1.668,3.714,3.140,2.040,2.874,9.331,4.135,3.232,9.568,11.514,6.547,2.469,5.922,10.668,17.498,38.118,32.353,14.535,4.452,90.509,108.773,78.126,42.077,18.311,0.014,0.000,0.000,0.000,0.001,0.017,0.000,0.000,0.016,0.000,0.005,0.026,0.031,0.029,0.000,0.000,0.027,0.029,0.026,0.018,0.024,0.001,0.000,0.000
35888,1396.927,0.5456,0.7566,794.675,0.4108,0.4192,5.627,12.096,8.567,6.738,6.097,25.839,9.738,9.303,26.184,28.959,18.058,6.727,16.191,28.761,47.721,100.448,88.877,38.658,10.976,241.910,290.639,206.651,113.321,48.841,98.052,52.739,22.728,53.818,28.888,53.334,21.729,28.152,77.321,57.211,33.295,12.741,50.599,86.415,8.918,12.060,12.556,10.059,10.219,11.685,21.369,20.381,8.298,2.110
35901,0.160,0.4994,0.4146,792.703,0.4113,0.4188,0.025,0.016,0.007,0.000,0.000,0.036,0.018,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.017,0.010,0.000,0.001,0.001,0.007,0.000,0.000,0.000,0.000,97.357,52.658,22.717,54.893,28.213,52.154,21.883,27.797,78.155,56.880,33.875,13.632,50.909,85.619,8.357,11.891,12.208,9.487,10.322,11.803,21.367,19.352,9.322,1.851
40290,521.976,0.5456,0.7570,186.263,0.3941,0.2505,2.129,4.813,2.650,3.279,2.368,9.901,2.599,3.991,9.393,11.055,6.528,1.643,5.807,10.705,17.654,38.079,33.418,14.337,4.351,90.311,108.709,77.661,42.375,18.219,65.795,31.994,10.026,33.277,6.861,5.261,3.586,3.844,4.690,4.897,2.780,1.293,3.310,5.710,0.277,0.396,0.000,0.396,1.035,0.437,0.000,0.000,0.399,0.000
40304,522.167,0.5453,0.7580,187.159,0.3924,0.2512,2.079,5.060,2.249,2.201,1.828,8.862,4.141,3.252,9.805,11.367,6.534,2.437,6.278,10.900,18.275,37.825,33.077,14.283,3.509,90.842,108.299,78.161,42.715,18.189,65.732,31.951,9.810,33.391,6.919,5.214,3.605,3.617,5.004,5.722,2.554,1.222,3.909,5.571,1.183,0.279,0.000,1.092,0.300,0.000,0.000,0.085,0.000,0.000
35915,0.275,0.6326,0.5485,794.635,0.4109,0.4201,0.023,0.000,0.000,0.000,0.014,0.021,0.000,0.044,0.020,0.010,0.014,0.000,0.011,0.000,0.004,0.000,0.000,0.000,0.046,0.003,0.036,0.015,0.005,0.011,97.930,51.755,22.428,54.337,29.013,52.669,21.831,27.590,78.214,57.595,33.633,12.642,50.568,86.005,7.941,12.451,12.136,9.805,10.468,12.416,22.491,20.153,8.582,1.981
35929,0.239,0.5763,0.5268,793.166,0.4108,0.4197,0.000,0.001,0.006,0.011,0.023,0.000,0.031,0.019,0.000,0.052,0.017,0.004,0.000,0.009,0.000,0.011,0.000,0.000,0.000,0.000,0.006,0.000,0.013,0.036,97.989,51.742,23.128,54.734,29.033,51.993,20.963,27.209,78.448,56.974,34.187,13.013,49.476,85.945,9.039,11.902,12.563,9.508,10.394,11.893,22.011,20.101,9.339,1.581
40325,524.831,0.5460,0.7577,189.818,0.3973,0.2525,1.835,4.815,2.682,2.676,1.814,10.115,3.235,3.790,9.914,10.971,6.444,1.434,6.370,10.439,18.722,37.989,33.666,14.221,4.752,90.410,108.499,78.086,42.443,19.510,66.195,32.678,9.768,33.672,6.933,4.813,4.085,4.242,5.907,5.248,2.819,1.037,3.445,5.925,0.204,0.000,0.000,0.551,0.953,0.000,0.000,0.679,0.665,0.000
35944,0.164,0.5336,0.4824,793.703,0.4111,0.4192,0.030,0.000,0.000,0.001,0.000,0.019,0.014,0.038,0.000,0.004,0.006,0.000,0.000,0.001,0.009,0.000,0.000,0.011,0.000,0.010,0.006,0.017,0.000,0.000,98.315,52.445,23.353,54.033,29.121,52.073,21.617,28.085,77.435,57.138,33.395,12.736,50.565,85.823,8.335,12.200,12.266,9.228,10.541,11.520,22.155,20.222,8.906,2.196
40339,525.564,0.5460,0.7564,298.659,0.4136,0.4200,2.179,3.779,2.923,3.040,2.645,9.639,3.261,3.684,10.181,10.866,7.118,2.672,6.554,10.566,18.556,38.310,32.515,14.123,4.467,90.367,108.906,77.431,43.050,18.732,37.078,19.647,8.597,19.460,10.808,19.299,7.960,10.547,30.024,20.697,12.455,5.422,19.257,32.762,3.093,4.619,4.598,3.715,4.610,4.262,8.024,8.208,3.103,0.411
35957,0.178,0.5852,0.5965,794.506,0.4106,0.4201,0.008,0.000,0.006,0.004,0.003,0.000,0.000,0.036,0.000,0.000,0.018,0.000,0.021,0.000,0.000,0.007,0.000,0.009,0.000,0.032,0.007,0.007,0.013,0.007,98.395,52.315,22.316,54.238,28.881,52.404,21.378,27.371,78.574,57.690,33.534,12.383,49.864,85.548,9.361,12.808,12.528,9.515,10.025,11.976,21.548,19.915,9.535,2.404
40353,0.174,0.5650,0.5014,295.705,0.4116,0.4180,0.000,0.037,0.007,0.000,0.000,0.000,0.017,0.001,0.000,0.021,0.033,0.004,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.025,36.471,19.889,9.137,20.037,10.551,19.382,7.563,10.443,29.084,21.718,12.827,4.324,18.778,32.326,3.246,4.422,4.826,3.627,3.977,3.571,7.865,6.988,3.922,0.731
40367,0.192,0.5546,0.4971,298.879,0.4118,0.4201,0.000,0.015,0.038,0.008,0.000,0.000,0.011,0.005,0.000,0.018,0.014,0.000,0.010,0.000,0.006,0.000,0.030,0.001,0.011,0.000,0.002,0.000,0.022,0.000,37.186,19.346,8.558,20.621,10.699,19.554,7.637,10.496,29.362,21.555,12.370,5.285,19.156,31.936,2.727,4.499,5.409,4.423,3.975,4.391,7.967,7.562,3.358,0.807
35978,0.239,0.5330,0.6775,1713.961,0.3958,0.7060,0.006,0.000,0.000,0.009,0.000,0.012,0.000,0.010,0.000,0.000,0.002,0.000,0.000,0.019,0.028,0.031,0.010,0.023,0.000,0.046,0.024,0.007,0.013,0.000,43.100,24.321,13.327,24.477,17.211,38.672,15.092,17.650,52.036,42.157,25.719,9.914,34.243,57.028,31.037,96.832,129.295,81.936,28.973,154.157,248.273,253.279,179.917,95.315
40381,0.199,0.6190,0.4806,300.474,0.4124,0.4198,0.000,0.000,0.000,0.000,0.018,0.014,0.035,0.000,0.010,0.028,0.000,0.033,0.017,0.017,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.012,0.000,0.000,37.005,19.892,8.828,20.749,11.292,19.221,8.452,10.460,29.732,21.755,12.474,3.771,18.963,32.534,3.180,4.216,4.972,3.889,3.934,4.494,8.534,7.265,3.414,1.449
35992,0.266,0.6108,0.5712,1715.128,0.3952,0.7056,0.000,0.000,0.009,0.011,0.000,0.012,0.000,0.044,0.020,0.005,0.000,0.000,0.026,0.000,0.026,0.028,0.009,0.033,0.000,0.000,0.015,0.000,0.000,0.026,42.680,24.495,13.578,25.062,16.533,40.011,14.984,17.960,51.868,42.883,25.509,10.208,34.040,57.849,31.005,96.912,129.126,81.411,28.415,154.590,249.065,253.090,179.494,94.359
36006,0.097,0.5415,0.5391,1716.509,0.3952,0.7057,0.000,0.000,0.000,0.001,0.001,0.017,0.019,0.000,0.000,0.019,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.002,0.018,43.182,23.792,13.455,24.987,16.978,39.349,15.365,17.356,51.791,43.366,26.363,9.620,34.241,57.898,31.538,96.737,129.766,81.891,28.110,154.255,249.010,253.013,179.520,94.931
40395,0.176,0.6724,0.4656,297.903,0.4116,0.4206,0.006,0.011,0.000,0.000,0.012,0.028,0.027,0.000,0.000,0.000,0.000,0.000,0.013,0.046,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.017,36.716,19.675,8.800,19.532,10.199,19.800,8.032,10.352,29.440,20.951,12.939,5.246,19.299,32.595,2.578,5.293,4.694,3.684,3.582,4.278,8.145,7.501,3.437,1.135
36026,0.234,0.6268,0.5278,1716.765,0.3953,0.7057,0.012,0.014,0.000,0.001,0.009,0.000,0.022,0.021,0.000,0.016,0.024,0.000,0.003,0.035,0.000,0.000,0.022,0.013,0.000,0.000,0.014,0.000,0.028,0.002,42.450,24.673,13.708,24.238,17.254,39.205,14.837,18.159,51.907,43.166,26.665,9.662,34.286,57.780,31.039,97.206,129.235,80.817,28.512,154.292,249.916,253.126,179.737,94.896
40415,0.203,0.6325,0.6241,642.791,0.3950,0.7062,0.010,0.002,0.001,0.000,0.007,0.008,0.000,0.004,0.000,0.000,0.002,0.009,0.011,0.017,0.037,0.000,0.000,0.004,0.039,0.000,0.007,0.012,0.031,0.000,16.067,8.483,5.154,9.470,6.597,15.087,5.545,6.143,19.881,15.813,9.885,3.238,13.097,21.670,11.268,36.880,48.205,30.388,10.092,58.224,93.784,94.724,68.227,34.868
36040,0.154,0.6157,0.6048,1718.972,0.3953,0.7056,0.000,0.030,0.000,0.000,0.002,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.007,0.012,0.020,0.000,0.040,0.000,0.011,0.016,0.000,0.006,0.006,43.503,24.097,13.475,24.833,16.822,39.256,14.703,17.624,52.478,43.490,25.683,10.285,34.944,57.405,31.306,97.214,129.538,81.482,28.753,154.377,250.073,253.396,179.728,94.506
40429,0.264,0.5846,0.5226,644.780,0.3953,0.7048,0.005,0.000,0.000,0.000,0.000,0.037,0.012,0.044,0.023,0.009,0.000,0.025,0.019,0.000,0.021,0.021,0.008,0.001,0.012,0.000,0.007,0.003,0.017,0.000,16.324,8.971,5.558,9.251,6.135,15.259,6.080,6.990,19.149,16.411,9.561,4.037,12.862,21.412,10.908,36.209,48.833,30.769,11.552,58.003,92.784,95.029,67.449,35.245
40450,0.163,0.5849,0.4307,645.628,0.3948,0.7043,0.000,0.000,0.023,0.025,0.014,0.009,0.000,0.010,0.004,0.000,0.025,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.013,0.000,16.558,8.830,5.456,9.482,6.155,14.808,5.755,7.297,19.555,16.520,10.207,3.792,12.466,22.274,11.587,37.528,47.936,30.444,10.326,57.667,93.570,94.147,67.771,35.498
36061,0.100,0.5938,0.3454,1718.522,0.3954,0.7053,0.000,0.028,0.015,0.000,0.013,0.000,0.009,0.000,0.000,0.010,0.006,0.000,0.009,0.003,0.000,0.000,0.005,0.000,0.000,0.000,0.002,0.000,0.000,0.000,43.200,24.816,13.087,25.278,17.118,39.663,15.161,17.744,51.453,43.501,25.395,10.173,34.246,58.349,31.042,97.087,129.722,81.799,28.661,154.373,249.645,253.187,179.570,94.248
40464,0.118,0.5826,0.6911,644.066,0.3948,0.7055,0.000,0.009,0.000,0.002,0.000,0.000,0.005,0.000,0.000,0.012,0.000,0.000,0.008,0.000,0.000,0.003,0.000,0.011,0.002,0.023,0.000,0.010,0.033,0.000,16.010,9.278,4.971,8.912,6.516,14.575,5.750,7.024,19.458,16.182,10.257,3.335,12.519,21.704,12.121,37.085,48.436,30.436,11.061,58.701,93.147,94.762,66.398,35.428
36075,0.116,0.6270,0.4742,1393.784,0.3565,0.7566,0.000,0.000,0.014,0.029,0.000,0.000,0.000,0.015,0.000,0.000,0.005,0.010,0.010,0.000,0.000,0.000,0.004,0.013,0.000,0.000,0.000,0.000,0.001,0.016,9.162,7.184,6.871,7.386,7.999,26.430,9.411,9.089,25.948,28.053,18.305,5.973,17.400,29.331,44.494,98.889,90.599,41.105,11.941,235.180,300.594,215.531,105.076,41.834
36089,0.187,0.5370,0.5879,1394.776,0.3562,0.7563,0.000,0.000,0.021,0.000,0.000,0.000,0.029,0.002,0.000,0.000,0.010,0.032,0.000,0.000,0.004,0.025,0.000,0.000,0.020,0.032,0.000,0.013,0.000,0.000,10.362,7.347,6.135,6.919,8.460,26.489,9.012,9.315,26.052,29.139,17.987,5.946,17.078,28.492,44.801,99.552,90.180,40.984,12.376,235.025,301.279,215.134,105.287,41.428
40478,0.180,0.5664,0.6141,644.706,0.3950,0.7052,0.000,0.033,0.000,0.023,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.004,0.006,0.000,0.000,0.000,0.045,0.018,0.000,0.025,0.012,16.343,8.785,5.191,9.952,6.813,14.750,5.512,6.396,19.380,16.610,9.717,3.232,12.272,22.057,12.162,36.184,48.807,30.491,10.909,58.529,92.973,94.744,67.288,35.609
36103,0.139,0.6371,0.6888,1388.381,0.3555,0.7568,0.000,0.006,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.014,0.017,0.020,0.000,0.002,0.025,0.009,0.000,0.021,0.006,0.013,10.086,6.550,6.498,7.240,7.810,26.544,9.389,8.714,25.793,28.902,18.362,5.744,17.193,28.161,45.238,98.582,90.434,40.148,11.624,234.127,300.429,215.386,104.783,40.642
40492,0.153,0.5667,0.5474,645.022,0.3950,0.7052,0.005,0.000,0.000,0.022,0.000,0.006,0.018,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.018,0.000,0.024,0.029,0.012,0.000,0.000,0.005,0.000,0.000,16.630,9.278,4.219,9.620,6.233,15.043,6.223,5.937,19.742,16.876,9.886,4.391,12.079,21.570,11.892,36.316,48.029,30.210,11.331,57.866,93.627,94.465,67.986,35.572
36117,498.542,0.5913,0.2486,1389.706,0.3560,0.7571,102.286,159.781,22.212,91.011,20.943,14.914,10.786,9.486,12.824,14.261,8.153,2.788,8.368,14.661,1.381,1.391,0.603,0.612,1.825,0.000,0.000,0.000,0.161,0.093,9.349,7.305,6.285,7.151,7.925,25.385,10.158,7.699,25.776,29.461,17.457,5.932,17.239,28.688,44.928,99.304,90.652,41.295,12.242,234.955,300.631,215.071,104.263,40.554
40506,0.204,0.6134,0.4456,646.384,0.3955,0.7032,0.055,0.000,0.000,0.002,0.010,0.033,0.000,0.016,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.012,0.023,0.000,0.002,0.000,0.000,0.025,17.178,9.360,4.829,10.274,6.943,14.735,5.700,6.536,20.092,15.505,10.704,3.415,13.296,21.581,11.884,36.558,48.206,30.299,10.457,57.447,93.768,95.022,67.824,34.768
40527,0.270,0.6144,0.6489,519.853,0.3565,0.7578,0.000,0.007,0.008,0.000,0.000,0.020,0.000,0.000,0.033,0.000,0.005,0.000,0.010,0.002,0.001,0.035,0.041,0.013,0.000,0.002,0.000,0.054,0.026,0.013,3.769,2.212,1.973,3.534,3.019,9.262,3.212,3.015,9.011,10.578,7.355,2.426,6.372,10.532,15.941,37.285,34.138,16.022,4.450,87.281,113.338,80.182,39.602,15.346
36138,499.546,0.5920,0.2497,1391.799,0.3559,0.7574,102.130,160.118,22.668,90.728,20.360,13.515,10.979,9.090,14.203,14.236,8.506,2.860,8.396,15.081,1.855,1.466,0.421,0.561,1.498,0.000,0.325,0.000,0.000,0.550,9.866,7.497,6.283,7.209,8.299,26.850,8.875,7.328,24.895,28.154,17.315,6.005,17.342,28.962,45.322,99.351,90.266,41.020,11.772,235.822,301.508,215.594,105.215,41.047
36152,498.361,0.5906,0.2491,1393.076,0.3562,0.7567,102.615,159.637,21.542,91.723,20.437,14.346,11.160,9.231,12.898,14.041,9.112,2.985,7.725,14.158,1.943,0.852,0.527,0.863,1.953,0.398,0.000,0.215,0.000,0.000,10.473,7.740,6.279,6.538,7.799,26.376,9.697,8.185,25.956,29.053,17.248,6.037,17.065,28.709,44.613,99.177,90.334,41.416,12.340,235.357,300.992,214.860,105.405,41.425
40541,0.308,0.5837,0.4726,523.394,0.3568,0.7561,0.028,0.000,0.014,0.021,0.008,0.039,0.030,0.000,0.000,0.010,0.025,0.001,0.008,0.062,0.000,0.000,0.004,0.000,0.013,0.000,0.045,0.000,0.000,0.000,3.215,3.324,2.587,2.367,2.972,9.601,3.938,3.733,10.216,11.238,7.076,1.665,5.962,10.828,16.655,36.982,34.543,15.502,3.984,87.272,113.253,80.579,39.283,16.620
40555,0.186,0.6513,0.5211,522.948,0.3576,0.7567,0.025,0.000,0.000,0.000,0.000,0.000,0.011,0.008,0.000,0.006,0.014,0.005,0.042,0.019,0.008,0.000,0.000,0.000,0.025,0.000,0.009,0.000,0.000,0.015,4.204,3.098,1.413,2.998,2.848,9.071,3.751,3.938,9.912,10.819,6.627,1.925,6.358,10.704,16.370,36.150,34.540,15.887,4.839,88.739,112.872,80.483,39.699,15.702
36166,791.748,0.6169,0.4204,1391.084,0.3560,0.7560,57.694,91.955,23.662,54.099,26.792,52.470,21.054,28.091,77.559,56.942,35.952,12.609,48.039,86.580,8.359,14.617,12.531,7.460,9.577,9.682,21.039,21.420,11.129,2.437,9.937,7.290,7.294,7.039,7.771,26.209,10.045,9.220,26.533,28.705,18.161,6.281,16.890,28.642,44.663,98.615,90.232,40.114,11.368,234.544,299.827,215.420,104.842,41.443
40568,189.246,0.5909,0.2539,521.408,0.3558,0.7569,38.039,59.908,8.140,34.392,7.356,5.139,5.106,3.465,4.825,5.690,3.537,1.278,2.931,5.769,0.512,1.080,0.485,0.832,0.581,0.000,0.000,0.109,0.000,0.072,3.235,3.005,2.008,2.018,3.217,10.248,3.576,3.205,9.714,11.487,7.123,2.265,6.618,10.411,16.492,37.348,34.162,14.939,4.536,88.081,112.295,80.674,38.922,15.827
36179,788.998,0.6177,0.4204,0.142,0.3600,0.5374,57.241,92.041,23.501,53.143,25.847,52.333,21.893,28.032,78.080,57.193,35.351,12.416,47.690,86.647,8.170,13.437,11.926,8.308,10.588,9.863,20.597,21.130,11.241,2.329,0.000,0.000,0.000,0.016,0.007,0.003,0.000,0.000,0.000,0.024,0.002,0.000,0.025,0.006,0.000,0.039,0.017,0.000,0.004,0.000,0.000,0.000,0.000,0.000
40582,187.167,0.5922,0.2493,522.420,0.3561,0.7576,38.187,60.427,8.678,34.041,8.072,5.228,3.503,2.891,5.182,5.341,3.631,0.812,3.144,5.266,0.542,0.144,0.000,0.447,1.101,0.125,0.037,0.369,0.000,0.000,3.641,3.761,1.412,2.666,2.956,10.661,3.314,2.545,8.910,10.797,5.924,2.432,6.726,10.750,16.714,37.386,33.938,15.603,4.470,88.478,113.660,80.639,39.535,15.501
36193,791.945,0.6176,0.4206,0.142,0.4115,0.5862,57.516,92.160,24.191,53.540,25.951,52.454,22.257,28.026,78.666,57.192,34.809,12.631,47.371,86.315,8.189,13.496,11.672,8.721,10.662,9.567,21.053,21.673,11.075,2.759,0.000,0.000,0.023,0.011,0.008,0.000,0.000,0.000,0.028,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.020,0.025,0.005,0.006,0.013
36207,792.474,0.6181,0.4207,0.274,0.3645,0.5763,57.200,92.057,23.247,53.825,26.072,52.891,21.824,28.673,77.714,56.496,35.296,13.464,48.962,86.813,8.005,13.359,11.654,8.554,10.476,9.717,21.170,21.406,11.010,2.589,0.000,0.000,0.022,0.000,0.022,0.026,0.001,0.000,0.025,0.026,0.005,0.000,0.015,0.000,0.021,0.000,0.020,0.013,0.000,0.000,0.045,0.007,0.000,0.024
40596,189.739,0.5905,0.2502,520.087,0.3557,0.7572,38.885,60.163,8.346,33.316,7.443,6.608,4.288,4.044,5.901,5.557,4.404,0.892,2.644,5.647,0.282,0.000,0.336,0.035,0.648,0.000,0.000,0.000,0.230,0.070,3.441,2.335,2.357,2.603,3.321,10.207,2.893,3.698,9.979,10.736,6.388,2.133,6.315,10.956,16.475,37.666,33.859,14.897,3.933,88.089,112.535,81.379,39.157,14.736
36221,793.781,0.6174,0.4208,0.109,0.3582,0.5119,57.572,92.303,23.360,53.659,26.096,52.554,21.429,28.701,78.719,57.806,35.130,12.922,48.414,86.029,9.074,13.522,12.035,8.042,10.881,9.973,20.531,21.640,10.917,2.473,0.018,0.010,0.009,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.009
40610,297.997,0.6186,0.4229,525.289,0.3556,0.7548,20.812,34.667,8.780,19.785,10.393,19.322,8.322,10.392,29.497,20.790,13.347,4.673,18.475,32.609,3.492,5.285,5.450,2.874,3.791,3.965,7.737,8.391,4.482,0.666,3.657,2.974,2.515,2.902,2.461,11.184,4.267,3.238,10.182,10.976,6.717,2.777,6.477,10.623,16.112,37.366,33.901,16.052,3.790,88.191,113.117,80.663,39.590,15.558
36235,788.120,0.6182,0.4199,0.120,0.4176,0.4699,57.514,92.241,23.578,53.672,25.832,51.668,21.042,28.845,78.158,56.567,35.510,12.260,47.922,86.232,8.606,12.953,11.937,8.362,10.265,9.823,20.094,21.069,10.914,3.057,0.000,0.009,0.005,0.003,0.024,0.000,0.000,0.000,0.000,0.017,0.000,0.010,0.000,0.018,0.000,0.023,0.006,0.000,0.000,0.001,0.000,0.000,0.003,0.001
40624,297.078,0.6168,0.4207,0.169,0.4613,0.5733,21.964,33.983,9.195,19.760,9.731,19.428,7.797,11.126,29.331,21.764,13.921,4.335,17.995,32.416,3.363,4.512,4.760,3.289,4.073,4.286,7.793,7.350,3.639,1.267,0.017,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.005,0.022,0.039,0.027,0.000,0.009,0.034,0.006,0.000,0.000,0.000,0.012,0.000
40638,295.747,0.6177,0.4233,0.145,0.3759,0.4902,20.947,34.048,8.990,20.104,10.071,19.476,7.429,10.048,27.998,21.298,14.468,4.771,17.817,32.825,3.232,4.518,4.769,3.467,4.350,4.110,7.856,7.216,4.064,1.877,0.025,0.008,0.000,0.019,0.000,0.000,0.013,0.000,0.000,0.000,0.012,0.000,0.016,0.000,0.004,0.000,0.000,0.000,0.015,0.027,0.000,0.006,0.000,0.000
36249,1716.802,0.5903,0.7058,0.230,0.4656,0.5123,25.135,41.569,14.544,25.127,15.037,39.869,14.426,17.844,52.150,43.565,27.485,9.790,33.226,57.644,33.077,101.214,128.594,77.633,27.781,139.726,234.997,254.243,193.885,108.238,0.009,0.040,0.015,0.012,0.000,0.000,0.000,0.008,0.012,0.011,0.000,0.000,0.028,0.001,0.000,0.000,0.011,0.000,0.022,0.000,0.020,0.000,0.024,0.018
36263,1719.002,0.5902,0.7054,0.141,0.3398,0.7040,25.415,42.553,15.230,25.169,15.192,39.518,14.532,17.962,51.697,43.423,27.854,10.280,32.269,57.862,32.873,101.064,128.802,78.026,26.985,139.713,235.652,254.524,193.299,109.106,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.019,0.009,0.000,0.009,0.000,0.006,0.000,0.000,0.015,0.000,0.011,0.033,0.000,0.016,0.012
